MXL,2020-06-02 00:00:00,2020-06-04 00:00:00,17.51,19.32,237,428.97,1,0.10337,1.000,1.000,0.900,0.500,1.000,0.500,0.500,1.000,1
MXL,2020-06-05 00:00:00,2020-06-11 00:00:00,20.83,19.17,201,-333.66,0,-0.07969,1.000,0.850,0.700,0.500,1.000,0.500,0.500,1.000,3
MXL,2020-07-07 00:00:00,2020-07-10 00:00:00,23.12,25.22,181,380.10,1,0.09083,1.000,1.000,0.900,0.500,1.000,0.500,0.500,1.000,2
MXL,2020-10-13 00:00:00,2020-10-14 00:00:00,25.52,24.44,166,-178.90,0,-0.04223,1.000,0.800,0.700,0.800,1.000,0.300,0.500,1.000,1
MXL,2020-11-03 00:00:00,2020-11-06 00:00:00,27.60,29.40,154,277.20,1,0.06522,1.000,0.856,0.700,0.500,0.924,0.300,0.767,1.000,2
MXL,2020-11-24 00:00:00,2020-11-27 00:00:00,31.00,30.69,136,-42.16,0,-0.01000,1.000,1.000,0.700,0.500,0.901,0.500,0.837,1.000,2
AEXAF,2020-01-15 00:00:00,2020-01-24 00:00:00,86.69,86.69,48,0.00,0,0.00000,0.800,1.000,0.900,0.800,0.865,1.000,0.500,1.000,5
AEXAF,2020-05-06 00:00:00,2020-05-07 00:00:00,68.93,69.20,61,16.42,1,0.00391,1.000,0.550,0.700,0.800,1.000,1.000,0.500,0.500,1
AEXAF,2020-05-08 00:00:00,2020-05-13 00:00:00,69.77,69.77,60,0.00,0,0.00000,1.000,0.800,0.700,0.800,1.000,1.000,0.500,1.000,2
AEXAF,2020-05-29 00:00:00,2020-06-04 00:00:00,75.29,75.29,56,0.00,0,0.00000,1.000,0.728,0.700,0.800,0.973,0.500,0.500,1.000,3
AEXAF,2020-06-05 00:00:00,2020-06-08 00:00:00,75.29,76.56,56,70.87,1,0.01681,1.000,1.000,0.700,0.800,1.000,0.300,0.500,1.000,1
AEXAF,2020-06-09 00:00:00,2020-06-11 00:00:00,82.29,78.99,51,-168.28,0,-0.04010,1.000,1.000,0.700,0.800,1.000,1.000,0.500,1.000,1
AEXAF,2020-09-01 00:00:00,2020-09-03 00:00:00,87.30,87.29,48,-0.24,0,-0.00006,1.000,0.700,0.700,0.800,1.000,1.000,0.500,0.500,1
SONO,2021-02-11 00:00:00,2021-02-12 00:00:00,37.00,34.34,95,-252.53,0,-0.07184,1.000,1.000,0.700,0.500,1.000,0.700,0.500,1.000,1
UCTT,2021-01-20 00:00:00,2021-01-25 00:00:00,43.52,43.26,81,-21.06,0,-0.00597,1.000,0.829,0.700,0.500,1.000,0.500,0.500,1.000,2
UCTT,2021-02-11 00:00:00,2021-02-17 00:00:00,45.70,50.75,77,388.85,1,0.11050,1.000,1.000,0.700,0.500,1.000,0.500,0.500,1.000,2
UCTT,2021-03-16 00:00:00,2021-03-18 00:00:00,56.70,56.50,62,-12.40,0,-0.00353,1.000,1.000,0.700,0.500,1.000,0.500,0.500,1.000,1
